ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
243,Víctor Ruíz,28,https://cdn.sofifa.org/48/18/players/193469.png,Spain,https://cdn.sofifa.org/flags/45.png,82,83,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,€20M,€43K,1833,54,82,56,58,71,72,54,67,53,37,46,12,8,6,6,14,77,83,78,70,38,83,46,39,77,75,59,85,61,74,84,85,56,39,59.0,81.0,78.0,57.0,66.0,193469,59.0,75.0,81.0,66.0,78.0,57.0,60.0,57.0,57.0,73.0,CB ,59.0,75.0,81.0,66.0,78.0,57.0,60.0,57.0,57.0,73.0,57.0
244,X. Shaqiri,25,https://cdn.sofifa.org/48/18/players/193348.png,Switzerland,https://cdn.sofifa.org/flags/47.png,82,85,Stoke City,https://cdn.sofifa.org/24/18/teams/1806.png,€28M,€85K,2073,87,64,88,92,83,79,74,82,85,72,78,13,12,12,11,11,37,65,63,76,81,40,65,78,80,80,85,48,79,74,41,62,79,76,81.0,55.0,66.0,80.0,77.0,193348,81.0,64.0,55.0,77.0,66.0,80.0,80.0,74.0,80.0,68.0,RW RM ,81.0,64.0,55.0,77.0,66.0,80.0,80.0,74.0,80.0,68.0,74.0
245,J. Cuadrado,29,https://cdn.sofifa.org/48/18/players/193082.png,Colombia,https://cdn.sofifa.org/flags/56.png,82,82,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€21.5M,€130K,2111,90,70,91,83,83,76,78,76,90,67,69,5,5,13,6,9,58,62,75,69,80,60,65,78,76,77,84,68,92,75,60,57,72,68,79.0,65.0,69.0,80.0,75.0,193082,79.0,72.0,65.0,75.0,69.0,80.0,80.0,76.0,81.0,74.0,RM ,79.0,72.0,65.0,75.0,69.0,80.0,80.0,76.0,81.0,74.0,76.0
246,C. Immobile,27,https://cdn.sofifa.org/48/18/players/192387.png,Italy,https://cdn.sofifa.org/flags/27.png,82,83,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€26M,€70K,1948,77,77,77,63,79,81,55,70,77,86,51,6,8,15,12,6,75,40,77,49,76,31,76,86,85,70,86,32,85,71,33,74,62,81,75.0,54.0,56.0,79.0,67.0,192387,75.0,56.0,54.0,67.0,56.0,79.0,74.0,81.0,76.0,58.0,ST ,75.0,56.0,54.0,67.0,56.0,79.0,74.0,81.0,76.0,58.0,81.0
247,Douglas Costa,26,https://cdn.sofifa.org/48/18/players/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€24M,€115K,2016,96,55,91,90,83,73,76,79,85,71,78,13,15,9,12,5,51,32,61,71,84,28,77,77,76,78,86,30,88,74,31,63,78,73,80.0,46.0,57.0,80.0,73.0,190483,80.0,57.0,46.0,73.0,57.0,80.0,80.0,76.0,81.0,61.0,RM LM ,80.0,57.0,46.0,73.0,57.0,80.0,80.0,76.0,81.0,61.0,76.0
248,N. Clyne,26,https://cdn.sofifa.org/48/18/players/190456.png,England,https://cdn.sofifa.org/flags/14.png,82,84,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€22M,€115K,2057,82,76,83,76,76,75,79,64,76,54,39,10,11,13,15,7,67,79,69,67,69,81,46,72,76,77,74,86,83,87,83,71,64,45,73.0,78.0,77.0,72.0,74.0,190456,73.0,81.0,78.0,74.0,77.0,72.0,75.0,70.0,74.0,81.0,RB ,73.0,81.0,78.0,74.0,77.0,72.0,75.0,70.0,74.0,81.0,70.0
249,Iborra,29,https://cdn.sofifa.org/48/18/players/189560.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,€17M,€85K,2062,49,78,54,36,80,73,53,66,67,72,70,14,11,6,15,8,81,85,74,82,64,85,72,82,75,81,85,75,51,79,84,88,74,66,73.0,81.0,81.0,73.0,78.0,189560,73.0,74.0,81.0,78.0,81.0,73.0,71.0,75.0,69.0,74.0,CAM CM CDM ,73.0,74.0,81.0,78.0,81.0,73.0,71.0,75.0,69.0,74.0,75.0
250,K. Trapp,26,https://cdn.sofifa.org/48/18/players/188943.png,Germany,https://cdn.sofifa.org/flags/21.png,82,84,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,€18.5M,€71K,1194,45,30,42,37,24,48,13,14,10,13,12,80,78,79,84,84,11,22,75,12,13,10,17,12,79,25,22,10,52,45,14,73,45,12,,,,,,188943,,,,,,,,,,,GK ,,,,,,,,,,,
251,V. Wanyama,26,https://cdn.sofifa.org/48/18/players/188942.png,Kenya,https://cdn.sofifa.org/flags/120.png,82,85,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€23M,€99K,2103,60,90,71,66,76,76,63,62,74,63,57,6,14,10,13,16,73,84,81,70,63,79,65,65,84,78,79,79,68,88,86,93,67,60,72.0,82.0,81.0,71.0,75.0,188942,72.0,78.0,82.0,75.0,81.0,71.0,72.0,72.0,70.0,78.0,CM CDM ,72.0,78.0,82.0,75.0,81.0,71.0,72.0,72.0,70.0,78.0,72.0
252,Taison,29,https://cdn.sofifa.org/48/18/players/188803.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Shakhtar Donetsk,https://cdn.sofifa.org/24/18/teams/101059.png,€21.5M,€1K,2045,93,56,89,83,85,74,73,52,87,76,73,7,7,11,15,13,56,49,62,75,83,38,72,74,79,77,83,40,91,70,53,62,79,82,81.0,55.0,64.0,81.0,76.0,188803,81.0,63.0,55.0,76.0,64.0,81.0,81.0,77.0,82.0,66.0,CAM LM ,81.0,63.0,55.0,76.0,64.0,81.0,81.0,77.0,82.0,66.0,77.0
253,Marlos,29,https://cdn.sofifa.org/48/18/players/187754.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Shakhtar Donetsk,https://cdn.sofifa.org/24/18/teams/101059.png,€21.5M,€1K,2060,85,58,92,84,88,84,76,80,87,76,72,6,13,13,8,9,53,51,68,73,78,45,74,77,77,81,76,42,82,78,49,62,79,68,82.0,56.0,65.0,81.0,77.0,187754,82.0,64.0,56.0,77.0,65.0,81.0,81.0,76.0,82.0,68.0,RM ,82.0,64.0,56.0,77.0,65.0,81.0,81.0,76.0,82.0,68.0,76.0
254,L. Stindl,28,https://cdn.sofifa.org/48/18/players/187072.png,Germany,https://cdn.sofifa.org/flags/21.png,82,82,Borussia M?nchengladbach,https://cdn.sofifa.org/24/18/teams/23.png,€23M,€56K,2173,74,74,71,78,83,83,76,79,78,84,69,7,10,13,11,12,64,70,73,69,86,63,80,86,84,83,84,57,69,82,65,70,83,86,81.0,68.0,74.0,82.0,80.0,187072,81.0,71.0,68.0,80.0,74.0,82.0,80.0,80.0,80.0,73.0,CAM CF ,81.0,71.0,68.0,80.0,74.0,82.0,80.0,80.0,80.0,73.0,80.0
255,M. Balotelli,26,https://cdn.sofifa.org/48/18/players/186627.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,€24.5M,€51K,1887,77,70,70,50,85,79,68,78,81,84,78,2,2,2,4,2,66,30,75,55,74,16,92,76,68,75,88,20,82,66,22,85,70,74,76.0,46.0,52.0,78.0,68.0,186627,76.0,50.0,46.0,68.0,52.0,78.0,75.0,79.0,77.0,54.0,ST ,76.0,50.0,46.0,68.0,52.0,78.0,75.0,79.0,77.0,54.0,79.0
256,A. Ramsey,26,https://cdn.sofifa.org/48/18/players/186561.png,Wales,https://cdn.sofifa.org/flags/50.png,82,83,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€25.5M,€130K,2114,67,73,76,75,82,81,75,70,81,72,70,6,11,5,10,8,58,69,67,80,74,60,75,82,81,84,81,67,68,89,70,69,80,79,79.0,69.0,75.0,78.0,80.0,186561,79.0,73.0,69.0,80.0,75.0,78.0,79.0,75.0,78.0,75.0,RM CDM CM ,79.0,73.0,69.0,80.0,75.0,78.0,79.0,75.0,78.0,75.0,75.0
257,W. Szcz?sny,27,https://cdn.sofifa.org/48/18/players/186153.png,Poland,https://cdn.sofifa.org/flags/37.png,82,84,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€18M,€90K,1250,51,40,55,51,22,65,12,16,11,12,14,83,77,74,78,87,16,15,71,36,14,11,18,14,81,32,15,12,47,45,13,65,48,14,,,,,,186153,,,,,,,,,,,GK ,,,,,,,,,,,
258,G. Siguresson,27,https://cdn.sofifa.org/48/18/players/184484.png,Iceland,https://cdn.sofifa.org/flags/24.png,82,82,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€23M,€130K,2096,65,57,72,61,84,81,86,87,79,81,89,13,8,10,15,12,60,37,70,78,84,55,80,80,78,84,82,55,66,86,56,67,84,75,80.0,59.0,67.0,79.0,78.0,184484,80.0,66.0,59.0,78.0,67.0,79.0,80.0,77.0,80.0,69.0,LM CAM ,80.0,66.0,59.0,78.0,67.0,79.0,80.0,77.0,80.0,69.0,77.0
259,Y. Brahimi,27,https://cdn.sofifa.org/48/18/players/184267.png,Algeria,https://cdn.sofifa.org/flags/97.png,82,82,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€23M,€21K,1971,86,46,93,87,85,86,77,83,91,74,78,13,16,12,7,7,46,38,72,70,74,24,75,76,83,77,69,25,75,76,36,49,78,73,81.0,45.0,57.0,80.0,75.0,184267,81.0,56.0,45.0,75.0,57.0,80.0,80.0,73.0,81.0,61.0,LM ,81.0,56.0,45.0,75.0,57.0,80.0,80.0,73.0,81.0,61.0,73.0
260,M. Arnautovi?,28,https://cdn.sofifa.org/48/18/players/184200.png,Austria,https://cdn.sofifa.org/flags/4.png,82,82,West Ham United,https://cdn.sofifa.org/24/18/teams/19.png,€22.5M,€125K,2094,76,81,72,57,85,77,83,79,84,73,74,14,15,10,10,15,71,53,68,74,71,49,77,80,75,79,78,30,78,79,60,84,81,79,79.0,63.0,68.0,79.0,77.0,184200,79.0,64.0,63.0,77.0,68.0,79.0,80.0,78.0,80.0,68.0,LW RM LM ,79.0,64.0,63.0,77.0,68.0,79.0,80.0,78.0,80.0,68.0,78.0
261,J. Henderson,27,https://cdn.sofifa.org/48/18/players/183711.png,England,https://cdn.sofifa.org/flags/14.png,82,84,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€21.5M,€115K,2183,73,80,73,71,80,78,81,80,74,67,74,7,13,7,9,13,65,79,81,83,71,73,64,76,79,85,75,76,71,93,80,76,82,72,78.0,77.0,81.0,76.0,81.0,183711,78.0,79.0,77.0,81.0,81.0,76.0,78.0,74.0,76.0,80.0,CM CDM ,78.0,79.0,77.0,81.0,81.0,76.0,78.0,74.0,76.0,80.0,74.0
262,M. Kruse,29,https://cdn.sofifa.org/48/18/players/183574.png,Germany,https://cdn.sofifa.org/flags/21.png,82,82,SV Werder Bremen,https://cdn.sofifa.org/24/18/teams/38.png,€22M,€47K,2053,74,63,75,76,86,86,81,80,82,86,69,12,7,5,13,9,63,41,66,80,80,32,89,85,85,83,81,34,69,76,38,69,84,80,83.0,52.0,63.0,82.0,79.0,183574,83.0,59.0,52.0,79.0,63.0,82.0,82.0,80.0,82.0,64.0,CAM ST CF ,83.0,59.0,52.0,79.0,63.0,82.0,82.0,80.0,82.0,64.0,80.0
263,O. Karnezis,31,https://cdn.sofifa.org/48/18/players/183497.png,Greece,https://cdn.sofifa.org/flags/22.png,82,82,Watford,https://cdn.sofifa.org/24/18/teams/1795.png,€13.5M,€30K,1212,44,18,45,49,23,22,19,11,15,16,11,80,83,70,80,84,24,23,64,36,18,13,21,10,78,22,22,24,34,33,15,66,47,14,,,,,,183497,,,,,,,,,,,GK ,,,,,,,,,,,
264,L. Fejsa,28,https://cdn.sofifa.org/48/18/players/183376.png,Serbia,https://cdn.sofifa.org/flags/51.png,82,82,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€18M,€18K,1942,52,91,56,56,71,75,50,43,68,49,57,14,12,13,11,14,73,87,73,74,62,79,56,50,78,78,73,77,54,88,84,83,63,53,66.0,80.0,80.0,64.0,72.0,183376,66.0,74.0,80.0,72.0,80.0,64.0,65.0,64.0,62.0,74.0,CM CDM ,66.0,74.0,80.0,72.0,80.0,64.0,65.0,64.0,62.0,74.0,64.0
265,F. Muslera,31,https://cdn.sofifa.org/48/18/players/182494.png,Uruguay,https://cdn.sofifa.org/flags/60.png,82,82,Galatasaray SK,https://cdn.sofifa.org/24/18/teams/325.png,€13.5M,€57K,1370,60,32,68,62,23,63,15,14,25,10,10,81,75,75,83,85,12,23,84,47,10,17,24,13,78,44,25,16,62,45,16,68,58,10,,,,,,182494,,,,,,,,,,,GK ,,,,,,,,,,,
266,V. ?orluka,31,https://cdn.sofifa.org/48/18/players/181786.png,Croatia,https://cdn.sofifa.org/flags/10.png,82,82,Lokomotiv Moscow,https://cdn.sofifa.org/24/18/teams/100765.png,€15M,€54K,1922,49,81,57,46,73,78,68,69,65,47,60,15,9,12,14,6,83,77,86,72,53,83,49,45,77,70,64,82,65,80,83,84,60,38,63.0,80.0,77.0,62.0,69.0,181786,63.0,76.0,80.0,69.0,77.0,62.0,65.0,62.0,62.0,74.0,CB ,63.0,76.0,80.0,69.0,77.0,62.0,65.0,62.0,62.0,74.0,62.0
267,G. Wijnaldum,26,https://cdn.sofifa.org/48/18/players/181291.png,Netherlands,https://cdn.sofifa.org/flags/34.png,82,85,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€27M,€130K,2167,79,64,82,80,84,79,67,76,85,74,70,16,6,14,12,6,72,70,82,74,71,60,74,82,82,83,78,64,82,87,69,71,78,73,81.0,70.0,74.0,81.0,80.0,181291,81.0,74.0,70.0,80.0,74.0,81.0,80.0,78.0,80.0,75.0,CAM CM ,81.0,74.0,70.0,80.0,74.0,81.0,80.0,78.0,80.0,75.0,78.0
268,F. Fazio,30,https://cdn.sofifa.org/48/18/players/179847.png,Argentina,https://cdn.sofifa.org/flags/52.png,82,82,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€16.5M,€73K,1611,31,84,29,32,72,83,44,46,48,41,37,8,9,12,11,14,89,83,40,62,26,85,33,32,82,64,63,79,30,69,84,90,47,35,52.0,81.0,75.0,52.0,61.0,179847,52.0,70.0,81.0,61.0,75.0,52.0,53.0,56.0,49.0,67.0,CB ,52.0,70.0,81.0,61.0,75.0,52.0,53.0,56.0,49.0,67.0,56.0
269,O. Giroud,30,https://cdn.sofifa.org/48/18/players/178509.png,France,https://cdn.sofifa.org/flags/18.png,82,82,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€21.5M,€140K,1933,51,76,59,52,82,78,64,70,72,83,65,12,15,11,6,5,90,41,82,56,74,26,81,83,82,77,85,20,55,74,37,90,75,82,75.0,55.0,59.0,77.0,71.0,178509,75.0,53.0,55.0,71.0,59.0,77.0,72.0,80.0,73.0,56.0,ST ,75.0,53.0,55.0,71.0,59.0,77.0,72.0,80.0,73.0,56.0,80.0
270,B. Ivanovi?,33,https://cdn.sofifa.org/48/18/players/178372.png,Serbia,https://cdn.sofifa.org/flags/51.png,82,82,Zenit St. Petersburg,https://cdn.sofifa.org/24/18/teams/100769.png,€9M,€73K,1984,63,86,57,47,66,81,72,70,58,57,48,15,9,13,11,13,85-1,79,83,74,62,84-1,58,61,76,71,73,82-1,61,78,82-1,85,57,48,64.0,81.0,76.0,64.0,68.0,178372,64.0,76.0,81.0,68.0,76.0,64.0,66.0,67.0,64.0,74.0,RB CB ,64.0,76.0,81.0,68.0,76.0,64.0,66.0,67.0,64.0,74.0,67.0
271,J. Hernández,29,https://cdn.sofifa.org/48/18/players/178224.png,Mexico,https://cdn.sofifa.org/flags/83.png,82,82,West Ham United,https://cdn.sofifa.org/24/18/teams/19.png,€22M,€135K,1917,84,59,81,83,79,81,62,67,76,87,52,14,12,9,12,11,82,26,82,55,69,22,76,87,83,70,76,25,75,68,29,53,72,79,76.0,46.0,51.0,79.0,68.0,178224,76.0,52.0,46.0,68.0,51.0,79.0,75.0,80.0,77.0,55.0,ST ,76.0,52.0,46.0,68.0,51.0,79.0,75.0,80.0,77.0,55.0,80.0
272,Be?at,30,https://cdn.sofifa.org/48/18/players/177600.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,€20.5M,€35K,2106,65,79,71,74,80,73,81,83,73,69,84,16,10,14,6,13,47,70,59,86,81,59,69,78,80,85,87,65,52,79,76,70,84,61,78.0,68.0,76.0,76.0,81.0,177600,78.0,71.0,68.0,81.0,76.0,76.0,77.0,72.0,75.0,73.0,CM ,78.0,71.0,68.0,81.0,76.0,76.0,77.0,72.0,75.0,73.0,72.0
273,L. Bender,28,https://cdn.sofifa.org/48/18/players/177457.png,Germany,https://cdn.sofifa.org/flags/21.png,82,83,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,€20M,€64K,2038,66,78,65,63,75,83,69,49,72,59,47,12,6,7,12,7,78,87,77,74,71,76,52,69,82,79,74,82,69,87,85,76,76,57,73.0,80.0,80.0,72.0,77.0,177457,73.0,79.0,80.0,77.0,80.0,72.0,73.0,71.0,71.0,79.0,CM CDM ,73.0,79.0,80.0,77.0,80.0,72.0,73.0,71.0,71.0,79.0,71.0
274,A. Witsel,28,https://cdn.sofifa.org/48/18/players/177413.png,Belgium,https://cdn.sofifa.org/flags/7.png,82,82,,https://cdn.sofifa.org/flags/7.png,€0,€0,2143,67,78,82,60,85,86,69,69,83,71,68,5,7,7,10,7,77,80,72,78,74,69,81,75,81,83,78,71,74,85,73,79,78,67,79.0,76.0,79.0,78.0,80.0,177413,79.0,76.0,76.0,80.0,79.0,78.0,78.0,77.0,78.0,77.0,CAM CDM CM ,79.0,76.0,76.0,80.0,79.0,78.0,78.0,77.0,78.0,77.0,77.0
275,C. Bravo,34,https://cdn.sofifa.org/48/18/players/174543.png,Chile,https://cdn.sofifa.org/flags/55.png,82,82,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€9M,€110K,1464,58,40,64,64,41,60,12,25,22,13,38,80,80,87,77,81,18,23,81,54,17,11,23,15,77,56,22,19,54,44,18,70,69,11,,,,,,174543,,,,,,,,,,,GK ,,,,,,,,,,,
276,A. Begovi?,30,https://cdn.sofifa.org/48/18/players/172723.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,82,82,Bournemouth,https://cdn.sofifa.org/24/18/teams/1943.png,€14M,€64K,1233,52,42,53,41,24,62,14,17,16,12,15,81,81,73,79,82,12,21,38,32,12,13,40,11,78,26,28,12,58,36,11,80,31,12,,,,,,172723,,,,,,,,,,,GK ,,,,,,,,,,,
277,Naldo,34,https://cdn.sofifa.org/48/18/players/171919.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,€6.5M,€48K,1949,67,71,50,36,68,84,45,52,60,57,76,14,10,14,8,14,91,83,41,70,81,80,60,53,82,72,92,84,70,62,85,82,59,60,65.0,80.0,76.0,67.0,69.0,171919,65.0,75.0,80.0,69.0,76.0,67.0,63.0,71.0,63.0,72.0,CB ,65.0,75.0,80.0,69.0,76.0,67.0,63.0,71.0,63.0,72.0,71.0
278,D. Sturridge,27,https://cdn.sofifa.org/48/18/players/171833.png,England,https://cdn.sofifa.org/flags/14.png,82,82,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€23.5M,€140K,1882,74,60,75,64,81,81,62,62,80,83,68,7,15,9,5,13,73,22,72,62,80,15,75,84,82,74,83,12,78,68,24,71,74,75,78.0,44.0,51.0,80.0,70.0,171833,78.0,49.0,44.0,70.0,51.0,80.0,76.0,80.0,78.0,52.0,ST ,78.0,49.0,44.0,70.0,51.0,80.0,76.0,80.0,78.0,52.0,80.0
279,D. Rose,26,https://cdn.sofifa.org/48/18/players/169595.png,England,https://cdn.sofifa.org/flags/14.png,82,83,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€21M,€99K,2117,80,87,73,76,76,73,81,64,79,57,57,10,11,8,13,13,62,81,75,66,69,82,57,68,82,76,72,85,81,81,84,74,73,64,74.0,79.0,79.0,73.0,75.0,169595,74.0,81.0,79.0,75.0,79.0,73.0,76.0,70.0,75.0,81.0,LWB LB ,74.0,81.0,79.0,75.0,79.0,73.0,76.0,70.0,75.0,81.0,70.0
280,C. Vela,28,https://cdn.sofifa.org/48/18/players/169416.png,Mexico,https://cdn.sofifa.org/flags/83.png,82,82,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€22.5M,€46K,1963,87,57,86,79,81,79,80,80,82,81,71,8,14,8,13,10,64,37,69,63,80,12,72,81,77,81,73,14,81,68,22,68,80,84,80.0,44.0,54.0,80.0,72.0,169416,80.0,53.0,44.0,72.0,54.0,80.0,80.0,78.0,81.0,57.0,ST RW ,80.0,53.0,44.0,72.0,54.0,80.0,80.0,78.0,81.0,57.0,78.0
281,E. Viviano,31,https://cdn.sofifa.org/48/18/players/168354.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Sampdoria,https://cdn.sofifa.org/24/18/teams/1837.png,€13.5M,€37K,1162,30,18,35,32,22,64,12,14,18,17,16,81,84,79,78,83,13,10,66,37,18,19,21,10,77,36,21,12,33,29,10,58,60,13,,,,,,168354,,,,,,,,,,,GK ,,,,,,,,,,,
282,G. Castro,30,https://cdn.sofifa.org/48/18/players/167431.png,Germany,https://cdn.sofifa.org/flags/21.png,82,82,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€20.5M,€72K,2156,73,64,83,83,82,83,82,80,80,69,74,14,8,13,10,15,52,78,73,83,78,72,58,76,84,84,77,81,69,78,70,65,83,65,80.0,72.0,78.0,78.0,81.0,167431,80.0,77.0,72.0,81.0,78.0,78.0,79.0,73.0,79.0,78.0,RM CDM CM ,80.0,77.0,72.0,81.0,78.0,78.0,79.0,73.0,79.0,78.0,73.0
283,S. Nasri,30,https://cdn.sofifa.org/48/18/players/165239.png,France,https://cdn.sofifa.org/flags/18.png,82,82,Antalyaspor,https://cdn.sofifa.org/24/18/teams/741.png,€21M,€29K,1931,78,33,85,90,85,82,79,77,83,76,79,1,1,1,1,1,42,37,50,76,80,35,77,79,77,84,74,44,78,75,37,63,81,72,81.0,48.0,60.0,80.0,76.0,165239,81.0,60.0,48.0,76.0,60.0,80.0,80.0,74.0,81.0,64.0,RM CM LM ,81.0,60.0,48.0,76.0,60.0,80.0,80.0,74.0,81.0,64.0,74.0
284,A. Williams,32,https://cdn.sofifa.org/48/18/players/163824.png,Wales,https://cdn.sofifa.org/flags/50.png,82,82,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€12.5M,€115K,1759,62,83,58,59,66,73,32,34,57,37,23,7,10,16,7,10,78,82,82,74,40,80,45,28,80,71,64,80,67,70,84,86,53,34,58.0,80.0,76.0,56.0,65.0,163824,58.0,72.0,80.0,65.0,76.0,56.0,57.0,57.0,54.0,69.0,CB ,58.0,72.0,80.0,65.0,76.0,56.0,57.0,57.0,54.0,69.0,57.0
285,S. Mandanda,32,https://cdn.sofifa.org/48/18/players/163705.png,France,https://cdn.sofifa.org/flags/18.png,82,82,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€12.5M,€31K,1217,53,37,52,36,17,63,14,13,15,13,12,86,78,77,77,85,13,23,74,28,11,10,11,11,79,37,24,13,43,31,15,61,55,13,,,,,,163705,,,,,,,,,,,GK ,,,,,,,,,,,
286,L. Baines,32,https://cdn.sofifa.org/48/18/players/163631.png,England,https://cdn.sofifa.org/flags/14.png,82,82,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€12.5M,€115K,2211,73,74,74,84,80,81,86,81,78,63,82,8,15,10,13,12,74,80,71,74,75,81,90,73,83,81,84,79,68,81,81,64,76,63,76.0,77.0,79.0,76.0,78.0,163631,76.0,80.0,77.0,78.0,79.0,76.0,77.0,74.0,76.0,80.0,LB ,76.0,80.0,77.0,78.0,79.0,76.0,77.0,74.0,76.0,80.0,74.0
287,A. Consigli,30,https://cdn.sofifa.org/48/18/players/163489.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Sassuolo,https://cdn.sofifa.org/24/18/teams/111974.png,€14M,€52K,1182,48,11,57,40,23,50,10,15,10,10,15,82,83,72,81,84,10,15,80,27,19,12,21,10,75,31,24,19,34,31,17,51,46,19,,,,,,163489,,,,,,,,,,,GK ,,,,,,,,,,,
288,Jo?o Moutinho,30,https://cdn.sofifa.org/48/18/players/162347.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,82,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€20.5M,€48K,2192,73,74,79,84,82,86,77,82,81,74,79,13,15,15,13,13,70,72,79,82,80,68,70,73,75,84,76,68,65,84,72,64,80,76,79.0,71.0,76.0,77.0,80.0,162347,79.0,74.0,71.0,80.0,76.0,77.0,78.0,75.0,78.0,75.0,CAM CDM CM ,79.0,74.0,71.0,80.0,76.0,77.0,78.0,75.0,78.0,75.0,75.0
289,B. Costil,29,https://cdn.sofifa.org/48/18/players/158121.png,France,https://cdn.sofifa.org/flags/18.png,82,82,Girondins de Bordeaux,https://cdn.sofifa.org/24/18/teams/59.png,€15M,€46K,1171,49,22,38,45,12,53,11,12,13,14,11,82,80,78,82,84,15,22,49,33,15,16,15,12,77,35,22,14,53,28,11,65,44,12,,,,,,158121,,,,,,,,,,,GK ,,,,,,,,,,,
290,Raúl Albiol,31,https://cdn.sofifa.org/48/18/players/157481.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,€15M,€73K,1737,57,79,53,56,67,73,38,53,54,27,45,8,6,5,9,8,77,83,77,65,53,85,37,30,80,71,65,83,57,62,85,82,49,31,56.0,81.0,75.0,55.0,63.0,157481,56.0,72.0,81.0,63.0,75.0,55.0,55.0,55.0,53.0,69.0,CB ,56.0,72.0,81.0,63.0,75.0,55.0,55.0,55.0,53.0,69.0,55.0
291,J. Hart,30,https://cdn.sofifa.org/48/18/players/150724.png,England,https://cdn.sofifa.org/flags/14.png,82,82,West Ham United,https://cdn.sofifa.org/24/18/teams/19.png,€14M,€110K,1318,59,28,50,32,20,68,14,17,23,14,13,83,78,75,81,83,10,25,72,35,19,14,48,14,77,32,65,13,60,28,14,61,42,19,,,,,,150724,,,,,,,,,,,GK ,,,,,,,,,,,
292,M. Gómez,31,https://cdn.sofifa.org/48/18/players/150418.png,Germany,https://cdn.sofifa.org/flags/21.png,82,82,VfL Wolfsburg,https://cdn.sofifa.org/24/18/teams/175.png,€20M,€85K,1832,68,72,63,53,75,85,62,68,74,84,36,8,8,9,7,14,83,20,76,50,78,20,74,84,81,69,82,20,75,69,24,86,62,78,72.0,48.0,50.0,76.0,65.0,150418,72.0,49.0,48.0,65.0,50.0,76.0,72.0,80.0,74.0,52.0,ST ,72.0,49.0,48.0,65.0,50.0,76.0,72.0,80.0,74.0,52.0,80.0
